timestamp,pattern_type,active_layers,topology_indicators,leakage_indicators,confidence,fft_correlation
2025-10-06 00:02:19.855961,layered_network_activity,"['data_link_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.069033213629534)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.020644811552676)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.4474429322780304)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.3373896903540814)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.8888218847401448)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.5600095102273137), 'network_layer': np.float64(1.2788554693501804), 'transport_layer': np.float64(1.696416849829316), 'session_layer': np.float64(1.1657283137529713), 'presentation_layer': np.float64(0.9793356167200677), 'application_layer': np.float64(1.1209106286651773)}, 'harmonic_relationships': []}"
2025-10-06 00:02:20.143995,layered_network_activity,"['network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.4131041573015675)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(3.1473243570956893)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.1152691943059696)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.8718490819283455)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.5275635487543233), 'data_link_layer': np.float64(0.9997391829363272), 'network_layer': np.float64(1.629040109638569), 'transport_layer': np.float64(1.655683946220136), 'session_layer': np.float64(1.0541708764383635), 'presentation_layer': np.float64(1.0537496565880726), 'application_layer': np.float64(1.1458789357397383)}, 'harmonic_relationships': []}"
2025-10-06 00:02:20.459606,layered_network_activity,"['transport_layer', 'application_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.274539928273265)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.6609640330001614)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.3263359919460513)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.6805213293054533)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.845694506123474)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.447232519728349)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'presentation_layer', 'coupling_strength': np.float64(1.514887972206029)}, {'type': 'layer_coupling', 'primary_layer': 'application_layer', 'coupled_layer': 'presentation_layer', 'coupling_strength': np.float64(1.6867375946035055)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.0035066040583678), 'data_link_layer': np.float64(1.3785549760525897), 'network_layer': np.float64(1.2826988246944753), 'transport_layer': np.float64(1.6246125077849967), 'session_layer': np.float64(1.3493589437111921), 'presentation_layer': np.float64(1.0646583154594498), 'application_layer': np.float64(1.5024308732597151)}, 'harmonic_relationships': []}"
2025-10-06 00:02:20.751195,layered_network_activity,"['data_link_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'physical_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.714517961889586)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.2263467846923444)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.1875835026301726)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.863232147566231)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.3697323330998015)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'presentation_layer', 'coupling_strength': np.float64(1.4750343638037635)}, {'type': 'layer_coupling', 'primary_layer': 'application_layer', 'coupled_layer': 'presentation_layer', 'coupling_strength': np.float64(1.381350918214849)}]","[{'layer': 'physical_layer', 'type': 'amplitude_spike', 'severity': 1.0, 'frequency': np.float64(1545.4545454545455)}]",1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.3060328297874466), 'data_link_layer': np.float64(1.593816941149601), 'network_layer': np.float64(1.1957377085455894), 'transport_layer': np.float64(1.5660667379602144), 'session_layer': np.float64(1.4284923734348778), 'presentation_layer': np.float64(0.7348888097085101), 'application_layer': np.float64(1.3377649362816442)}, 'harmonic_relationships': []}"
2025-10-06 00:02:21.047277,layered_network_activity,"['transport_layer', 'session_layer']","[{'type': 'layer_coupling', 'primary_layer': 'physical_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.8351006368457914)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(1.9076150227451063)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.765626015344005)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.1542360512628234)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.2094544514551138)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.0612846352684873)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.5359021779095974)}]","[{'layer': 'physical_layer', 'type': 'amplitude_spike', 'severity': 1.0, 'frequency': np.float64(1545.4545454545455)}]",1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.3859889040730482), 'data_link_layer': np.float64(1.3932751335682798), 'network_layer': np.float64(1.3335170926732889), 'transport_layer': np.float64(1.613731234688166), 'session_layer': np.float64(1.5697763936350047), 'presentation_layer': np.float64(0.6636568044114041), 'application_layer': np.float64(1.1045478484677917)}, 'harmonic_relationships': []}"
2025-10-06 00:02:21.349782,layered_network_activity,"['network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'physical_layer', 'coupling_strength': np.float64(1.5602406301706204)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(1.6093950265378305)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.23898918253705)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.46401575048526)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.2461744407640634)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.561817692515653)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.1384612738460067)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.0386419870990948), 'data_link_layer': np.float64(1.2665907178911826), 'network_layer': np.float64(1.5385961048834003), 'transport_layer': np.float64(1.7677348634265253), 'session_layer': np.float64(1.3353113452036527), 'presentation_layer': np.float64(0.6858429153142486), 'application_layer': np.float64(0.8935132180310379)}, 'harmonic_relationships': []}"
2025-10-06 00:02:21.666188,layered_network_activity,"['network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.232462389166009)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.5966160417256523)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.4913120660551655)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.654055094971149)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(1.9896504131076842)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.9438603900336467), 'data_link_layer': np.float64(1.009234789144466), 'network_layer': np.float64(1.5744914451860383), 'transport_layer': np.float64(1.8373181246524226), 'session_layer': np.float64(1.2064500503767213), 'presentation_layer': np.float64(0.7015997042705298), 'application_layer': np.float64(0.8109304677257527)}, 'harmonic_relationships': []}"
2025-10-06 00:02:21.974989,layered_network_activity,"['network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'physical_layer', 'coupling_strength': np.float64(1.3606252248522475)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(1.7961045277502241)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.8592849473307251)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.644573670555092)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.6296580308040953)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.4315043128493166)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.7520652997572012), 'data_link_layer': np.float64(1.2117815763191138), 'network_layer': np.float64(1.5202239972011422), 'transport_layer': np.float64(1.7741568514052235), 'session_layer': np.float64(1.1146838728959088), 'presentation_layer': np.float64(0.883292253193328), 'application_layer': np.float64(0.7015066155462927)}, 'harmonic_relationships': []}"
2025-10-06 00:02:22.267778,layered_network_activity,['transport_layer'],"[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.1024525717686764)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.6926989043778216)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.6107822309371795)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.491066504366292)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.9658614018121747)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.5450736462194931), 'data_link_layer': np.float64(1.3613066272268277), 'network_layer': np.float64(1.456040371453999), 'transport_layer': np.float64(1.6129283422568967), 'session_layer': np.float64(1.1923442213342164), 'presentation_layer': np.float64(0.9739436091650943), 'application_layer': np.float64(0.6915544395331803)}, 'harmonic_relationships': []}"
2025-10-06 00:02:22.582828,layered_network_activity,['transport_layer'],"[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.2192151923566654)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.753453326609301)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.557208659503752)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.7373228125465534)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.113390449859833)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.3240990244286777)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.462975788949318), 'network_layer': np.float64(1.468421465781133), 'transport_layer': np.float64(1.8045284725369921), 'session_layer': np.float64(1.3345633268480852), 'presentation_layer': np.float64(0.9750428770109159), 'application_layer': np.float64(0.7524564123051584)}, 'harmonic_relationships': []}"
2025-10-06 00:02:22.874233,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.3818727888114446)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.2668993243856663)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.9159263912220985)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.8552113704249664)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.3393134226377215)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.408308971371737)}, {'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.6076768151017409), 'network_layer': np.float64(1.6849826924950535), 'transport_layer': np.float64(1.927163005517867), 'session_layer': np.float64(1.3916534200443944), 'presentation_layer': np.float64(0.8693843370529505), 'application_layer': np.float64(0.7955379155652018)}, 'harmonic_relationships': []}"
2025-10-06 00:02:23.164878,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.826719923237835)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.785275174442559)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(3.35883886234571)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.196631863447894)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.717506799160877)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.47101924997768)}, {'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.6269884628804744), 'data_link_layer': np.float64(1.839735724124202), 'network_layer': np.float64(1.8853570367610093), 'transport_layer': np.float64(2.080488338343238), 'session_layer': np.float64(1.3870131083525095), 'presentation_layer': np.float64(0.5973480504820294), 'application_layer': np.float64(0.9290974476751781)}, 'harmonic_relationships': []}"
